Order,Title,New_Title,Definition
988,To piggyback off of something,Piggyback off (of) (something),To use something said or done by someone else as the foundation for one's own actions. 
989,Thread the needle,Thread the needle,
990,Chicken out,Chicken out, To refuse to do something due to fear (real or perceived). 
991,Lose your head,Lose (one's) head,To lose one's composure and act emotionally or irrationally. 
992,Run it up the flagpole,Run it up the flagpole (and see who salutes), To test out an idea in order to gauge interest or gain feedback. 
993,Another nail in the coffin,Another nail in the coffin,Another negative event or action that contributes to one's downfall or to something's failure. 
994,Hit rock bottom,Hit rock bottom,The reach the lowest or worst point of a decline. 
995,Eagle eye,Eagle eye,"1. Excellent eyesight, especially for something in particular. "
996,Out of left field,Out of left field,"Uncommon, unpopular, or otherwise strange. "
997,Half cocked,Half-cocked,"1. Prematurely, impulsively, or rashly. "
998,Heart to heart,Heart-to-heart,
999,Sitting duck,Sitting duck,A person or thing that is vulnerable to or unprotected from attack; an easy target. 
1000,Sticking your neck out for someone,,
1001,Clear the air,Clear the air,1. To remove or improve stale air or an unpleasant odor. 
1002,Put a sock in it,Put a sock in it, To stop talking. Often used as an imperative. 
1003,To put your im finger on something,,
1004,Have your finger on the pulse,Have (one's) finger on the pulse,To be very aware of current trends and happenings in a particular place. 
1005,Buckle down,Buckle down,"1. To anchor or fasten something or someone in place. In this usage, a noun or pronoun can be used between ""buckle"" and ""down."" "
1006,Blow over,Blow over,"1. Literally, of the wind, to topple something or blow it to the ground. In this usage, a noun or pronoun can be used between ""blow"" and ""over."" "
1007,Work yourself into a lather,Work (oneself) into a lather,"To become very nervous, distressed, or upset. "
1008,Ham it up,Ham it up,"To act in an exaggerated way, typically in order to be funny. "
1009,Be my guest,Be my guest, Used to express encouragement or allowance for someone else to take action. 
1010,Blow it out of the water,Blow (someone or something) out of the water,1. To totally defeat or ruin someone or something. The image refers to the explosion of a ship that has been hit by enemy fire. 
1011,To sink in,Sink in,"1. To penetrate, absorb, or soak in (to something). "
1012,When something goes pear shaped,,
1013,I’ll fall on that sword,,
1014,Sleep with one eye open,Sleep with one eye open,"To stay awake or sleep very lightly so as to remain very wary, cautious, or alert. "
1015,Get back in the saddle,,
1016,Fired up,(all) fired up,Feeling very excited or passionate about something. 
1017,Bobs your uncle,,
1018,Rub someone the wrong way,Rub (one) the wrong way,"To irritate one due to someone's or something's presence, nature, or habitual behavior (as opposed to directly and intentionally). Primarily heard in US. "
1019,To yank someone’s chain,,
1020,Something in the wind,Something in the wind,"Something rumored, anticipated, or intuited to happen or take place. "
1021,Keep the train rolling,,
1022,Get your head in the game,Get (one's) head in the game,1. To focus on and put one's best effort into the athletic match currently underway. 
1023,Being on the ball,,
1024,Back against the wall,Back to the wall,In a bad or high-pressure situation in which one's choice or ability to act is limited. 
1025,Backed into a corner,Be backed into a corner,To be forced into a difficult or unpleasant situation that one cannot easily resolve or escape. 
1026,Smuggling plums,,
1027,Get to the bottom of some thing,,
1028,Bottom of the totem pole,,
1029,Buckle up,Buckle up,"1. To anchor or fasten something or someone in place. In this usage, a noun or pronoun can be used between ""buckle"" and ""up."" "
1030,Scratches that same itch,,
1031,Flying off the shelf,,
1032,Off to the races,Off to the races,1. Departing for something. 
1033,Grind my gears,Grind (someone's) gears,To greatly or specifically irritate or annoy someone. 
1034,Locked and loaded,Locked and loaded,1. Loaded with ammunition and prepared to be fired. 
1035,Cut and dried,Cut and dried,"Prearranged, unchangeable, and dull. When it appears before a noun, the phrase is usually hyphenated. "
1036,Slip through the cracks,Slip through the cracks,"To go unnoticed or undealt with; to be unintentionally neglected or ignored, especially in a corporate, political, or social system. "
1037,Close a chapter,,
1038,Knock out,Knock (oneself) out,1. Expend a lot of one's energy or try very hard (doing something). The image is of working so hard as to become unconscious. 
1039,Take it on the chin,Take (something) on the chin,"1. Literally, to receive an impact, especially a punch, on one's chin. "
1040,Dig your own grave,Dig (one's) own grave,To do something that has or will have negative consequences that are easily able to be foreseen. 
1041,Put it all on the line,Put it all on the line,To put forth one's maximum amount of energy or effort; to make use of all of one's resources or abilities. 
1042,Over the top,Over the top,"1. Beyond a certain limit, threshold, goal, or quota. "
1043,Touch base,Touch base (with someone),To contact someone to update them or receive an update from them. 
1044,Within an inch of life,Within an inch of (one's) life,"Very soundly or thoroughly, to or as if to the point of near death. "
1045,Picking your brain,Pick (one's) brain(s),To ask one questions in order to obtain detailed information or advice. 
1046,A slap in the face,Slap in the face,Words or actions that have offended or otherwise upset someone. 
1047,A slap on the wrist,Slap on the wrist,A mild punishment or warning. 
1048,Taking a nose dive,Take a nosedive,"1. Of an aircraft, to go into a sudden and rapid descent toward the ground leading with the nose of the plane. "
1049,Rolls off the tongue,Roll off the tongue,To be very easy or enjoyable to say. Sometimes used sarcastically to imply the opposite. 
1050,To have someone’s back,,
1051,Picking something up,,
1052,Licking someone’s boots,,
1053,Kissing someone’s ass,,
1054,On deck,On deck,"1. Literally, on the deck of a ship or boat. "
1055,Out of hand,Out of hand,1. In an unruly or unmanageable state or manner; out of control. 
1056,Roll up your sleeves,Roll up (one's) sleeves,"To do or get ready to do something difficult, intense, or demanding. Literally rolling up one's sleeves is often done before performing some kind of work. "
1057,Piss on a page,,
1058,Licking your wounds,Lick (one's) wounds,To withdraw after a misstep or defeat in order to recover. 
1059,In a pinch,In a pinch,When something ideal or preferred is not available; as a substitute. 
1060,To put someone on the spot,,
1061,As the twig is bent so grows the tree,,
1062,Middle of the road,Middle-of-the-road,1. Describing an option that is neither the most nor the least expensive. 
1063,stick up your ass,Stick up (one's) ass, A rigid and uptight demeanor. 
1064,up in the air,Be up in the air,To be uncertain or subject to change. 
1065,spit on your grave,,
1066,dont piss into the wind,,
1067,go to bat,Go to bat for (one),To act in support of one. 
1068,cooking something up,Cook up,"A noun or pronoun can be used between ""cook"" and ""up."""
1069,thumb up your ass,,
1070,shit dont stink,,
1071,cherry picking,Cherry-pick,"1. To choose something very carefully to ensure that the best option is chosen, perhaps through means that provide one an unfair advantage or from a selection that others do not have ready access to. "
1072,hot to trot,Hot to trot,1. Eager or impatient to do something. 
1073,a wake up call,,
1074,cutting your teeth on something,Cut (one's) teeth on (something),"To gain experience with something, especially at a young age (when one's teeth would be coming in). "
1075,dont go chasing waterfalls,,
